Sample	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
NS.1223.004.NEBNext_dual_i7_C3---NEBNext_dual_i5_C3.07_26_vHIP_R2	10195.0	10324.0	10074.0	10307.0	10028.0	9866.0	9770.0	10245.0	10111.0	10260.0	10576.0	10736.0	11132.0	10948.0	11600.0	12187.0	12623.0	13041.0	13718.0	14787.0	16080.0	17980.0	20148.0	22096.0	25077.0	29047.0	34610.0	40941.0	47691.0	55129.0	65996.0	78490.0	95972.0	113065.0	135725.0	162159.0	193399.0	250237.0	623752.0	1460499.0	43474792.0
NS.1223.004.NEBNext_dual_i7_C4---NEBNext_dual_i5_C4.23_38_dHIP_R1	5596.0	6618.0	7261.0	7043.0	6624.0	6323.0	6155.0	5993.0	5854.0	6092.0	5977.0	5891.0	6128.0	6426.0	6523.0	6900.0	7346.0	7741.0	8183.0	9072.0	10135.0	11213.0	12640.0	14265.0	16202.0	18746.0	21911.0	26143.0	30110.0	34747.0	40783.0	49430.0	59356.0	71409.0	84365.0	102157.0	122434.0	156966.0	373797.0	826440.0	28063068.0
NS.1223.004.NEBNext_dual_i7_C4---NEBNext_dual_i5_C4.23_38_dHIP_R2	6843.0	7043.0	6843.0	6764.0	6735.0	6616.0	6627.0	6831.0	6878.0	6767.0	7006.0	7171.0	7395.0	7195.0	7614.0	8134.0	8411.0	8664.0	9164.0	10007.0	11014.0	11856.0	13028.0	14203.0	16198.0	18458.0	21884.0	26206.0	29820.0	34548.0	40209.0	48415.0	58323.0	69774.0	82754.0	99545.0	118466.0	154361.0	397996.0	944715.0	27919582.0
NS.1223.004.NEBNext_dual_i7_C5---NEBNext_dual_i5_C5.19_26_ACC_R1	6980.0	8082.0	8779.0	8534.0	7888.0	7673.0	7372.0	7019.0	6946.0	7227.0	7373.0	7540.0	7552.0	7839.0	7924.0	8526.0	8556.0	9263.0	9929.0	11077.0	12228.0	14303.0	17037.0	19579.0	22635.0	25488.0	29001.0	33157.0	38026.0	43581.0	50799.0	60692.0	73358.0	87130.0	103924.0	125382.0	149152.0	191394.0	448595.0	978430.0	33603680.0
NS.1223.004.NEBNext_dual_i7_C5---NEBNext_dual_i5_C5.19_26_ACC_R2	8735.0	8619.0	8514.0	8518.0	8197.0	8168.0	8285.0	8239.0	8243.0	8337.0	8644.0	8661.0	9090.0	9176.0	9378.0	10063.0	10275.0	10737.0	11437.0	12169.0	13201.0	14602.0	16199.0	18001.0	20318.0	23049.0	27014.0	32325.0	37131.0	43167.0	50689.0	60694.0	73178.0	86864.0	104558.0	125429.0	148968.0	193925.0	489253.0	1146730.0	33380870.0
NS.1223.004.NEBNext_dual_i7_C6---NEBNext_dual_i5_C6.24_32_vHIP_R1	5733.0	6412.0	7001.0	6739.0	6305.0	6086.0	5829.0	5517.0	5330.0	5459.0	5605.0	5580.0	5587.0	5769.0	5861.0	6312.0	6542.0	6802.0	7328.0	7901.0	8663.0	10253.0	11573.0	12588.0	14410.0	16952.0	20085.0	23444.0	27391.0	31503.0	37609.0	45551.0	55561.0	65785.0	77988.0	94434.0	115161.0	148231.0	347899.0	759025.0	26339445.0
NS.1223.004.NEBNext_dual_i7_C6---NEBNext_dual_i5_C6.24_32_vHIP_R2	6352.0	6481.0	6345.0	6299.0	6037.0	5881.0	6133.0	6073.0	6101.0	6192.0	6236.0	6479.0	6679.0	6567.0	6790.0	7098.0	7497.0	7721.0	8075.0	8633.0	9451.0	10531.0	11684.0	12548.0	14377.0	16844.0	19764.0	23403.0	27240.0	31108.0	37143.0	44648.0	54411.0	64622.0	76723.0	92601.0	111432.0	146900.0	376066.0	890126.0	26181958.0
NS.1223.004.NEBNext_dual_i7_C7---NEBNext_dual_i5_C7.07_09_dHIP_R1	8010.0	9391.0	10464.0	10123.0	9573.0	9354.0	8913.0	8311.0	8358.0	8606.0	8546.0	8642.0	8688.0	9226.0	9221.0	9691.0	9974.0	10459.0	11048.0	11935.0	13349.0	14899.0	16312.0	18448.0	20609.0	23459.0	27448.0	31952.0	37036.0	42856.0	50025.0	59817.0	72482.0	85965.0	102800.0	124918.0	151825.0	199222.0	520971.0	1216617.0	42568403.0
NS.1223.004.NEBNext_dual_i7_C7---NEBNext_dual_i5_C7.07_09_dHIP_R2	10659.0	10516.0	10406.0	10603.0	10386.0	10308.0	10119.0	10151.0	10133.0	10063.0	10757.0	10778.0	11093.0	11151.0	11281.0	12165.0	12302.0	12569.0	12816.0	13854.0	14831.0	16202.0	17489.0	19025.0	21491.0	23981.0	27866.0	32666.0	37615.0	42713.0	50326.0	59634.0	71571.0	84868.0	102006.0	124136.0	149276.0	201534.0	571749.0	1430358.0	42266499.0
NS.1223.004.NEBNext_dual_i7_C8---NEBNext_dual_i5_C8.06_38_ACC_R1	4880.0	5524.0	6043.0	6096.0	5887.0	5558.0	5404.0	5142.0	5341.0	5349.0	5365.0	5422.0	5631.0	5745.0	5807.0	6169.0	6469.0	6755.0	7144.0	7692.0	8627.0	9771.0	11595.0	12998.0	14546.0	16835.0	19672.0	22753.0	26155.0	29986.0	35160.0	42966.0	51528.0	61785.0	73804.0	89193.0	108435.0	140285.0	345209.0	787179.0	27690948.0
