Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R1	NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38201767.0	0.0	20-101	51.0	45.40153849472027	99.24690190377844	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R2	NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38201767.0	0.0	20-101	52.0	42.11969787741051	99.20486013120806	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R1	NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25689402.0	0.0	20-101	51.0	51.550400367336216	99.22231393319315	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R2	NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25689402.0	0.0	20-101	52.0	48.411509854333346	99.1716862852627	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R1	NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29242041.0	0.0	20-101	51.0	50.44405136036564	99.21904158468281	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R2	NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29242041.0	0.0	20-101	52.0	47.10133591677634	99.16833164962733	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R1	NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37032426.0	0.0	20-101	51.0	46.83357772212117	99.22106637032097	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R2	NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37032426.0	0.0	20-101	51.0	44.7141637095817	99.15336878010639	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R1	NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57466765.0	0.0	20-101	51.0	43.10043490202232	99.25760195479944	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R2	NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57466765.0	0.0	20-101	51.0	39.31269770936957	99.21142044449518	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35159214.0	0.0	20-101	51.0	46.46277509921999	99.23320618032018	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R2	NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35159214.0	0.0	20-101	52.0	43.265476460562176	99.19847832775784	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R1	NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34971407.0	0.0	20-101	51.0	45.45888087795474	99.21132890077885	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R2	NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34971407.0	0.0	20-101	51.0	42.34285084886346	99.15363691257832	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R1	NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29182418.0	0.0	20-101	51.0	49.30304521794421	99.2674657048638	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R2	NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29182418.0	0.0	20-101	52.0	47.44118324208625	99.16757679230008	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R1	NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25609752.0	0.0	20-101	51.0	51.036344585417794	99.2886134937972	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R2	NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25609752.0	0.0	20-101	51.0	47.67337136982273	99.25533827894937	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R1	NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40792569.0	0.0	20-101	51.0	44.68796968563045	99.26171759371174	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R2	NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40792569.0	0.0	20-101	52.0	41.24857430682986	99.20528623730465	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R1	NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29226377.0	0.0	20-101	51.0	51.75856066199087	99.18712298825133	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R2	NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29226377.0	0.0	20-101	51.0	48.85496994413874	99.12441463408209	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R1	NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27554895.0	0.0	20-101	51.0	50.657674015755184	99.25847382107608	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R2	NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27554895.0	0.0	20-101	51.0	47.34820124772813	99.2328379404095	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35052471.0	0.0	20-101	51.0	47.85078136642871	99.21698684238267	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R2	NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35052471.0	0.0	20-101	51.0	44.87233962729145	99.18270743309367	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R1	NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25076532.0	0.0	20-101	51.0	49.97815723435142	99.24908316668349	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R2	NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25076532.0	0.0	20-101	51.0	47.23701177476898	99.18582338259533	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R1	NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21312572.0	0.0	20-101	51.0	53.864043054952724	99.26496445384443	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R2	NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21312572.0	0.0	20-101	51.0	51.18224140493651	99.20295495072111	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33917529.0	0.0	20-101	50.0	48.94045635200281	99.14355659576498	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R2	NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33917529.0	0.0	20-101	51.0	46.05884899855893	99.1044378852009	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R1	NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33834200.0	0.0	20-101	52.0	47.25376072034698	99.19778862807455	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R2	NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33834200.0	0.0	20-101	52.0	44.6603032183331	99.15276997830597	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R1	NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35107382.0	0.0	20-101	51.0	47.19029840708281	99.25942657871784	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R2	NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35107382.0	0.0	20-101	51.0	43.537303217334916	99.21997447716267	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25807746.0	0.0	20-101	51.0	50.52205104480062	99.25376226191935	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R2	NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25807746.0	0.0	20-101	51.0	47.46760596885319	99.21351217576304	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F9---NEBNext_dual_i5_F9.03_15_vHIP_R1	NS.1223.004.NEBNext_dual_i7_F9---NEBNext_dual_i5_F9.03_15_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68642310.0	0.0	20-101	51.0	38.92414934576523	99.26197900391173	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F9---NEBNext_dual_i5_F9.03_15_vHIP_R2	NS.1223.004.NEBNext_dual_i7_F9---NEBNext_dual_i5_F9.03_15_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68642310.0	0.0	20-101	52.0	35.73244877897155	99.2079135448676	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP_R1	NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29074486.0	0.0	20-101	51.0	47.772235500112984	99.24058530217869	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP_R2	NS.1223.004.NEBNext_dual_i7_G1---NEBNext_dual_i5_G1.27_32_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29074486.0	0.0	20-101	51.0	45.13811677141222	99.18007967535523	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R1	NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23961005.0	0.0	20-101	51.0	52.643167467702966	99.16726898558721	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R2	NS.1223.004.NEBNext_dual_i7_G2---NEBNext_dual_i5_G2.08_09_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23961005.0	0.0	20-101	52.0	49.297869427798034	99.13051752211562	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R1	NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26987449.0	0.0	20-101	50.0	51.346624004557995	99.14222696632054	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R2	NS.1223.004.NEBNext_dual_i7_G3---NEBNext_dual_i5_G3.10_35_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26987449.0	0.0	20-101	51.0	48.93747858184498	99.15357972515298	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R1	NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31908802.0	0.0	20-101	51.0	47.564611267479044	99.29334720871063	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R2	NS.1223.004.NEBNext_dual_i7_G4---NEBNext_dual_i5_G4.04_09_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31908802.0	0.0	20-101	51.0	44.40046291123237	99.23779307038853	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP_R1	NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38476428.0	0.0	20-101	51.0	47.500489545576045	99.27116643987846	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP_R2	NS.1223.004.NEBNext_dual_i7_G5---NEBNext_dual_i5_G5.13_09_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38476428.0	0.0	20-101	51.0	44.07147762703602	99.20708699882432	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G6---NEBNext_dual_i5_G6.01_15_ACC_R1	NS.1223.004.NEBNext_dual_i7_G6---NEBNext_dual_i5_G6.01_15_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23219859.0	0.0	20-101	51.0	53.6938466144095	99.23803525249659	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_G6---NEBNext_dual_i5_G6.01_15_ACC_R2	NS.1223.004.NEBNext_dual_i7_G6---NEBNext_dual_i5_G6.01_15_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23219859.0	0.0	20-101	51.0	50.886045450674104	99.19123195364796	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_G7---NEBNext_dual_i5_G7.25_31_vHIP_R1	NS.1223.004.NEBNext_dual_i7_G7---NEBNext_dual_i5_G7.25_31_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31390941.0	0.0	20-101	51.0	47.93477767965411	99.25063093839717	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G7---NEBNext_dual_i5_G7.25_31_vHIP_R2	NS.1223.004.NEBNext_dual_i7_G7---NEBNext_dual_i5_G7.25_31_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31390941.0	0.0	20-101	51.0	44.582959213539894	99.19369839852841	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G8---NEBNext_dual_i5_G8.11_09_dHIP_R1	NS.1223.004.NEBNext_dual_i7_G8---NEBNext_dual_i5_G8.11_09_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27718550.0	0.0	20-101	50.0	51.040401859312055	99.2425373621636	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_G8---NEBNext_dual_i5_G8.11_09_dHIP_R2	NS.1223.004.NEBNext_dual_i7_G8---NEBNext_dual_i5_G8.11_09_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27718550.0	0.0	20-101	51.0	48.415600772050276	99.20264530431787	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_G9---NEBNext_dual_i5_G9.03_32_ACC_R1	NS.1223.004.NEBNext_dual_i7_G9---NEBNext_dual_i5_G9.03_32_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27084257.0	0.0	20-101	51.0	50.6488244250701	99.21412856184314	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_G9---NEBNext_dual_i5_G9.03_32_ACC_R2	NS.1223.004.NEBNext_dual_i7_G9---NEBNext_dual_i5_G9.03_32_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27084257.0	0.0	20-101	51.0	47.87145121519069	99.17065157076304	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H1---NEBNext_dual_i5_H1.17_32_ACC_R1	NS.1223.004.NEBNext_dual_i7_H1---NEBNext_dual_i5_H1.17_32_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46604881.0	0.0	20-101	51.0	43.851410714949225	99.23812765448322	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H1---NEBNext_dual_i5_H1.17_32_ACC_R2	NS.1223.004.NEBNext_dual_i7_H1---NEBNext_dual_i5_H1.17_32_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46604881.0	0.0	20-101	51.0	40.869620261727775	99.18205387113852	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H2---NEBNext_dual_i5_H2.08_09_vHIP_R1	NS.1223.004.NEBNext_dual_i7_H2---NEBNext_dual_i5_H2.08_09_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39480577.0	0.0	20-101	50.0	46.17153595927635	99.26528135594371	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H2---NEBNext_dual_i5_H2.08_09_vHIP_R2	NS.1223.004.NEBNext_dual_i7_H2---NEBNext_dual_i5_H2.08_09_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39480577.0	0.0	20-101	51.0	43.50990433988532	99.19134849523603	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H3---NEBNext_dual_i5_H3.10_35_dHIP_R1	NS.1223.004.NEBNext_dual_i7_H3---NEBNext_dual_i5_H3.10_35_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39651721.0	0.0	20-101	51.0	47.124082012895016	99.23071833376413	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H3---NEBNext_dual_i5_H3.10_35_dHIP_R2	NS.1223.004.NEBNext_dual_i7_H3---NEBNext_dual_i5_H3.10_35_dHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39651721.0	0.0	20-101	51.0	44.59682310853944	99.15932804026338	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H4---NEBNext_dual_i5_H4.08_31_ACC_R1	NS.1223.004.NEBNext_dual_i7_H4---NEBNext_dual_i5_H4.08_31_ACC_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31183505.0	0.0	20-101	51.0	48.937663545672976	99.27964518420876	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H4---NEBNext_dual_i5_H4.08_31_ACC_R2	NS.1223.004.NEBNext_dual_i7_H4---NEBNext_dual_i5_H4.08_31_ACC_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31183505.0	0.0	20-101	51.0	46.20463973675853	99.21754036308619	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H5---NEBNext_dual_i5_H5.13_09_vHIP_R1	NS.1223.004.NEBNext_dual_i7_H5---NEBNext_dual_i5_H5.13_09_vHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32043094.0	0.0	20-101	51.0	49.90389743023314	99.13859523053547	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H5---NEBNext_dual_i5_H5.13_09_vHIP_R2	NS.1223.004.NEBNext_dual_i7_H5---NEBNext_dual_i5_H5.13_09_vHIP_R2_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32043094.0	0.0	20-101	51.0	46.76409429040413	99.08990530065542	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_H6---NEBNext_dual_i5_H6.01_15_dHIP_R1	NS.1223.004.NEBNext_dual_i7_H6---NEBNext_dual_i5_H6.01_15_dHIP_R1_trimmed.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27973411.0	0.0	20-101	51.0	51.2241210016161	99.24407495389103	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
