Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.1223.004.NEBNext_dual_i7_C9---NEBNext_dual_i5_C9.01_09_vHIP_R2	NS.1223.004.NEBNext_dual_i7_C9---NEBNext_dual_i5_C9.01_09_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29511736.0	0.0	101.0	52.0	45.98472645056525	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D1---NEBNext_dual_i5_D1.16_38_vHIP_R1	NS.1223.004.NEBNext_dual_i7_D1---NEBNext_dual_i5_D1.16_38_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34740834.0	0.0	101.0	51.0	47.47353022201618	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D1---NEBNext_dual_i5_D1.16_38_vHIP_R2	NS.1223.004.NEBNext_dual_i7_D1---NEBNext_dual_i5_D1.16_38_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34740834.0	0.0	101.0	51.0	44.9178216442924	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D2---NEBNext_dual_i5_D2.03_13_dHIP_R1	NS.1223.004.NEBNext_dual_i7_D2---NEBNext_dual_i5_D2.03_13_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54436095.0	0.0	101.0	51.0	43.109544766006366	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D2---NEBNext_dual_i5_D2.03_13_dHIP_R2	NS.1223.004.NEBNext_dual_i7_D2---NEBNext_dual_i5_D2.03_13_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54436095.0	0.0	101.0	51.0	39.982978575827836	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D3---NEBNext_dual_i5_D3.14_35_ACC_R1	NS.1223.004.NEBNext_dual_i7_D3---NEBNext_dual_i5_D3.14_35_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32210571.0	0.0	101.0	51.0	48.27123900868876	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D3---NEBNext_dual_i5_D3.14_35_ACC_R2	NS.1223.004.NEBNext_dual_i7_D3---NEBNext_dual_i5_D3.14_35_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32210571.0	0.0	101.0	51.0	45.60832564985979	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D4---NEBNext_dual_i5_D4.23_38_vHIP_R1	NS.1223.004.NEBNext_dual_i7_D4---NEBNext_dual_i5_D4.23_38_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27138417.0	0.0	101.0	51.0	48.585666475402874	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D4---NEBNext_dual_i5_D4.23_38_vHIP_R2	NS.1223.004.NEBNext_dual_i7_D4---NEBNext_dual_i5_D4.23_38_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27138417.0	0.0	101.0	51.0	45.393985415640515	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D5---NEBNext_dual_i5_D5.19_26_dHIP_R1	NS.1223.004.NEBNext_dual_i7_D5---NEBNext_dual_i5_D5.19_26_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26178206.0	0.0	101.0	51.0	50.317536869863645	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_D5---NEBNext_dual_i5_D5.19_26_dHIP_R2	NS.1223.004.NEBNext_dual_i7_D5---NEBNext_dual_i5_D5.19_26_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26178206.0	0.0	101.0	51.0	48.94144781629686	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D6---NEBNext_dual_i5_D6.21_38_ACC_R1	NS.1223.004.NEBNext_dual_i7_D6---NEBNext_dual_i5_D6.21_38_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43734661.0	0.0	101.0	51.0	45.07807928878521	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D6---NEBNext_dual_i5_D6.21_38_ACC_R2	NS.1223.004.NEBNext_dual_i7_D6---NEBNext_dual_i5_D6.21_38_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43734661.0	0.0	101.0	51.0	42.74665965855719	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D7---NEBNext_dual_i5_D7.07_09_vHIP_R1	NS.1223.004.NEBNext_dual_i7_D7---NEBNext_dual_i5_D7.07_09_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29107394.0	0.0	101.0	51.0	49.68427966310709	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D7---NEBNext_dual_i5_D7.07_09_vHIP_R2	NS.1223.004.NEBNext_dual_i7_D7---NEBNext_dual_i5_D7.07_09_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29107394.0	0.0	101.0	52.0	46.52392443938946	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R1	NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38509207.0	0.0	101.0	51.0	45.23014367235355	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R2	NS.1223.004.NEBNext_dual_i7_D8---NEBNext_dual_i5_D8.06_38_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38509207.0	0.0	101.0	52.0	42.255420265426565	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R1	NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25914753.0	0.0	101.0	51.0	51.371072051398755	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R2	NS.1223.004.NEBNext_dual_i7_D9---NEBNext_dual_i5_D9.03_15_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25914753.0	0.0	101.0	52.0	48.49406164646582	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R1	NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29481268.0	0.0	101.0	51.0	50.225861727879284	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R2	NS.1223.004.NEBNext_dual_i7_E1---NEBNext_dual_i5_E1.27_32_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29481268.0	0.0	101.0	52.0	47.14468329825359	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R1	NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37371670.0	0.0	101.0	51.0	46.70702829092246	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R2	NS.1223.004.NEBNext_dual_i7_E2---NEBNext_dual_i5_E2.03_13_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37371670.0	0.0	101.0	51.0	44.89291229780035	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R1	NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57966911.0	0.0	101.0	51.0	42.895389865784146	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R2	NS.1223.004.NEBNext_dual_i7_E3---NEBNext_dual_i5_E3.14_35_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57966911.0	0.0	101.0	51.0	39.41537586786055	101.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35465276.0	0.0	101.0	51.0	46.24801173443118	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R2	NS.1223.004.NEBNext_dual_i7_E4---NEBNext_dual_i5_E4.04_09_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35465276.0	0.0	101.0	52.0	43.38006627830835	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R1	NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35304070.0	0.0	101.0	51.0	45.26042779038757	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R2	NS.1223.004.NEBNext_dual_i7_E5---NEBNext_dual_i5_E5.19_26_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35304070.0	0.0	101.0	51.0	42.46931218204788	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R1	NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29499590.0	0.0	101.0	51.0	49.13616730680304	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R2	NS.1223.004.NEBNext_dual_i7_E6---NEBNext_dual_i5_E6.21_38_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29499590.0	0.0	101.0	52.0	47.71447423561197	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R1	NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25798669.0	0.0	101.0	51.0	50.81309803597143	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R2	NS.1223.004.NEBNext_dual_i7_E7---NEBNext_dual_i5_E7.25_31_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25798669.0	0.0	101.0	51.0	47.7045430146929	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R1	NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41150964.0	0.0	101.0	51.0	44.49664334278286	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R2	NS.1223.004.NEBNext_dual_i7_E8---NEBNext_dual_i5_E8.06_38_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41150964.0	0.0	101.0	52.0	41.42902722661391	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R1	NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29513634.0	0.0	101.0	51.0	51.557262405835516	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R2	NS.1223.004.NEBNext_dual_i7_E9---NEBNext_dual_i5_E9.03_15_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29513634.0	0.0	101.0	51.0	48.956648350580465	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R1	NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27791255.0	0.0	101.0	51.0	50.50652633895499	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R2	NS.1223.004.NEBNext_dual_i7_F1---NEBNext_dual_i5_F1.27_32_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27791255.0	0.0	101.0	51.0	47.48056183036764	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35359355.0	0.0	101.0	50.0	47.62421998596635	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R2	NS.1223.004.NEBNext_dual_i7_F2---NEBNext_dual_i5_F2.08_09_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35359355.0	0.0	101.0	51.0	45.00474150908737	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R1	NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25310499.0	0.0	101.0	51.0	49.793885821473744	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R2	NS.1223.004.NEBNext_dual_i7_F3---NEBNext_dual_i5_F3.14_35_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25310499.0	0.0	101.0	51.0	47.3863209343783	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R1	NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21511997.0	0.0	101.0	51.0	53.65973574714778	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R2	NS.1223.004.NEBNext_dual_i7_F4---NEBNext_dual_i5_F4.04_09_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21511997.0	0.0	101.0	51.0	51.319682365928735	101.0	pass	pass	pass	pass	warn	warn	pass	pass	warn	pass	pass
NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34227607.0	0.0	101.0	50.0	48.673805994795785	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R2	NS.1223.004.NEBNext_dual_i7_F5---NEBNext_dual_i5_F5.13_09_ACC_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34227607.0	0.0	101.0	51.0	46.13217272321778	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R1	NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34136366.0	0.0	101.0	52.0	46.98085525209588	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R2	NS.1223.004.NEBNext_dual_i7_F6---NEBNext_dual_i5_F6.21_38_vHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34136366.0	0.0	101.0	52.0	44.7677069146696	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R1	NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35419440.0	0.0	101.0	51.0	47.065983868025725	101.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R2	NS.1223.004.NEBNext_dual_i7_F7---NEBNext_dual_i5_F7.25_31_dHIP_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35419440.0	0.0	101.0	51.0	43.67179656135103	101.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R1	NS.1223.004.NEBNext_dual_i7_F8---NEBNext_dual_i5_F8.11_09_ACC_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26035217.0	0.0	101.0	51.0	50.34775849418456	101.0	pass	pass	pass	pass	fail	warn	pass	pass	warn	pass	pass
